"DOTA_Tooltip_ability_imba_abaddon_death_coil"       "迷雾缠绕"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_9_Description"       "111"
"DOTA_Tooltip_ability_imba_enigma_malefice"       "未定义"
"DOTA_Tooltip_ability_imba_enigma_malefice_Description"       "111"
"DOTA_Tooltip_ability_imba_enigma_demonic_conversion"       "恶魔转化"
"DOTA_Tooltip_ability_imba_enigma_demonic_conversion_Description"       "111"
"DOTA_Tooltip_ability_imba_enigma_midnight_pulse"       "午夜凋零"
"DOTA_Tooltip_ability_imba_enigma_midnight_pulse_Description"       "111"
"DOTA_Tooltip_ability_imba_enigma_black_hole"       "黑洞"
"DOTA_Tooltip_ability_imba_enigma_black_hole_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_malefice_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_enigma_demonic_conversion_attack_range_Description"       "111"
"DOTA_Tooltip_ability_imba_jakiro_fire_breath_Description"       "111"
"DOTA_Tooltip_ability_imba_jakiro_ice_breath_Description"       "111"
"DOTA_Tooltip_ability_imba_jakiro_dual_breath"       "冰火交加"
"DOTA_Tooltip_ability_imba_jakiro_dual_breath_Description"       "111"
"DOTA_Tooltip_ability_imba_jakiro_ice_path"       "冰封路径"
"DOTA_Tooltip_ability_imba_jakiro_ice_path_Description"       "111"
"DOTA_Tooltip_ability_imba_jakiro_liquid_fire"       "液态火"
"DOTA_Tooltip_ability_imba_jakiro_liquid_fire_Description"       "111"
"DOTA_Tooltip_ability_imba_jakiro_macropyre"       "烈焰焚身"
"DOTA_Tooltip_ability_imba_jakiro_macropyre_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_jakiro_9_Description"       "111"
"DOTA_Tooltip_ability_imba_kunkka_ebb_and_flow_Description"       "111"
"DOTA_Tooltip_ability_imba_kunkka_torrent"       "洪流"
"DOTA_Tooltip_ability_imba_kunkka_torrent_Description"       "111"
"DOTA_Tooltip_ability_imba_kunkka_tidebringer"       "潮汐使者"
"DOTA_Tooltip_ability_imba_kunkka_tidebringer_Description"       "111"
"DOTA_Tooltip_ability_imba_kunkka_x_marks_the_spot"       "未定义"
"DOTA_Tooltip_ability_imba_kunkka_x_marks_the_spot_Description"       "111"
"DOTA_Tooltip_ability_imba_kunkka_return"       "未定义"
"DOTA_Tooltip_ability_imba_kunkka_return_Description"       "111"
"DOTA_Tooltip_ability_imba_kunkka_ghostship"       "幽灵船"
"DOTA_Tooltip_ability_imba_kunkka_ghostship_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_kunkka_9_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_cold_front_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_frost_nova"       "寒霜爆发"
"DOTA_Tooltip_ability_imba_lich_frost_nova_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_frost_armor_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_frost_shield"       "冰霜魔盾"
"DOTA_Tooltip_ability_imba_lich_frost_shield_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_sinister_gaze"       "阴邪凝视"
"DOTA_Tooltip_ability_imba_lich_sinister_gaze_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_dark_ritual_Description"       "111"
"DOTA_Tooltip_ability_imba_lich_chain_frost"       "连环霜冻"
"DOTA_Tooltip_ability_imba_lich_chain_frost_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lich_11_Description"       "111"
"DOTA_Tooltip_ability_imba_lina_dragon_slave"       "龙破斩"
"DOTA_Tooltip_ability_imba_lina_dragon_slave_Description"       "111"
"DOTA_Tooltip_ability_imba_lina_light_strike_array"       "光击阵"
"DOTA_Tooltip_ability_imba_lina_light_strike_array_Description"       "111"
"DOTA_Tooltip_ability_imba_lina_light_strike_array_v2_Description"       "111"
"DOTA_Tooltip_ability_imba_lina_fiery_soul"       "炽魂"
"DOTA_Tooltip_ability_imba_lina_fiery_soul_Description"       "111"
"DOTA_Tooltip_ability_imba_lina_laguna_blade"       "神灭斩"
"DOTA_Tooltip_ability_imba_lina_laguna_blade_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lina_10_Description"       "111"
"DOTA_Tooltip_ability_imba_lion_earth_spike_Description"       "111"
"DOTA_Tooltip_ability_imba_lion_hex_Description"       "111"
"DOTA_Tooltip_ability_imba_lion_mana_drain"       "法力吸取"
"DOTA_Tooltip_ability_imba_lion_mana_drain_Description"       "111"
"DOTA_Tooltip_ability_imba_lion_finger_of_death"       "死亡之指"
"DOTA_Tooltip_ability_imba_lion_finger_of_death_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lion_10_Description"       "111"
"DOTA_Tooltip_ability_imba_lycan_summon_wolves"       "召狼"
"DOTA_Tooltip_ability_imba_lycan_summon_wolves_Description"       "111"
"DOTA_Tooltip_ability_imba_lycan_wolfsbane_Description"       "111"
"DOTA_Tooltip_ability_imba_lycan_howl"       "嗥叫"
"DOTA_Tooltip_ability_imba_lycan_howl_Description"       "111"
"DOTA_Tooltip_ability_imba_lycan_howl_723_Description"       "111"
"DOTA_Tooltip_ability_imba_lycan_feral_impulse"       "野性驱使"
"DOTA_Tooltip_ability_imba_lycan_feral_impulse_Description"       "111"
"DOTA_Tooltip_ability_imba_lycan_shapeshift"       "变身"
"DOTA_Tooltip_ability_imba_lycan_shapeshift_Description"       "111"
"DOTA_Tooltip_ability_imba_summoned_wolf_wicked_crunch_Description"       "111"
"DOTA_Tooltip_ability_imba_summoned_wolf_hunter_instincts_Description"       "111"
"DOTA_Tooltip_ability_imba_summoned_wolf_invisibility_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_3_Description"       "111"
"DOTA_Tooltip_ability_imba_summoned_wolf_pack_leader_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_lycan_10_Description"       "111"
"DOTA_Tooltip_ability_imba_magnataur_shockwave"       "未定义"
"DOTA_Tooltip_ability_imba_magnataur_shockwave_Description"       "111"
"DOTA_Tooltip_ability_imba_magnataur_empower"       "授予力量"
"DOTA_Tooltip_ability_imba_magnataur_empower_Description"       "111"
"DOTA_Tooltip_ability_imba_magnataur_skewer"       "巨角冲撞"
"DOTA_Tooltip_ability_imba_magnataur_skewer_Description"       "111"
"DOTA_Tooltip_ability_imba_magnataur_reverse_polarity"       "两极反转"
"DOTA_Tooltip_ability_imba_magnataur_reverse_polarity_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_magnataur_9_Description"       "111"
"DOTA_Tooltip_ability_imba_necrolyte_sadist"       "幽魂护罩"
"DOTA_Tooltip_ability_imba_necrolyte_sadist_Description"       "111"
"DOTA_Tooltip_ability_imba_necrolyte_death_pulse"       "死亡脉冲"
"DOTA_Tooltip_ability_imba_necrolyte_death_pulse_Description"       "111"
"DOTA_Tooltip_ability_imba_necrolyte_ghost_shroud_Description"       "111"
"DOTA_Tooltip_ability_imba_necrolyte_heartstopper_aura"       "竭心光环"
"DOTA_Tooltip_ability_imba_necrolyte_heartstopper_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_necrolyte_reapers_scythe"       "死神镰刀"
"DOTA_Tooltip_ability_imba_necrolyte_reapers_scythe_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_necrolyte_8_Description"       "111"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_arcane_orb"       "奥术天球"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_arcane_orb_Description"       "111"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_astral_imprisonment"       "星体禁锢"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_astral_imprisonment_Description"       "111"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_essence_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_equilibrium"       "精华变迁"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_equilibrium_Description"       "111"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_sanity_eclipse"       "神智之蚀"
"DOTA_Tooltip_ability_imba_obsidian_destroyer_sanity_eclipse_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_obsidian_destroyer_10_Description"       "111"
"DOTA_Tooltip_ability_imba_omniknight_purification"       "洗礼"
"DOTA_Tooltip_ability_imba_omniknight_purification_Description"       "111"
"DOTA_Tooltip_ability_imba_omniknight_repel"       "天国恩赐"
"DOTA_Tooltip_ability_imba_omniknight_repel_Description"       "111"
"DOTA_Tooltip_ability_imba_omniknight_heavenly_grace_Description"       "111"
"DOTA_Tooltip_ability_imba_omniknight_hammer_of_virtue_Description"       "111"
"DOTA_Tooltip_ability_imba_omniknight_guardian_angel"       "守护天使"
"DOTA_Tooltip_ability_imba_omniknight_guardian_angel_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_omniknight_10_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_icarus_dive"       "凤凰冲击"
"DOTA_Tooltip_ability_imba_phoenix_icarus_dive_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_icarus_dive_stop"       "未定义"
"DOTA_Tooltip_ability_imba_phoenix_icarus_dive_stop_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_fire_spirits"       "烈火精灵"
"DOTA_Tooltip_ability_imba_phoenix_fire_spirits_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_launch_fire_spirit"       "未定义"
"DOTA_Tooltip_ability_imba_phoenix_launch_fire_spirit_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_sun_ray"       "烈日炙烤"
"DOTA_Tooltip_ability_imba_phoenix_sun_ray_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_sun_ray_stop"       "未定义"
"DOTA_Tooltip_ability_imba_phoenix_sun_ray_stop_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_sun_ray_toggle_move"       "未定义"
"DOTA_Tooltip_ability_imba_phoenix_sun_ray_toggle_move_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_supernova"       "超新星"
"DOTA_Tooltip_ability_imba_phoenix_supernova_Description"       "111"
"DOTA_Tooltip_ability_imba_phoenix_burning_wings_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phoenix_8_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_meat_hook"       "肉钩"
"DOTA_Tooltip_ability_imba_pudge_meat_hook_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_rot"       "腐烂"
"DOTA_Tooltip_ability_imba_pudge_rot_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_flesh_heap"       "腐肉堆积"
"DOTA_Tooltip_ability_imba_pudge_flesh_heap_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_dismember"       "肢解"
"DOTA_Tooltip_ability_imba_pudge_dismember_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_sharp_hook_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_light_hook_Description"       "111"
"DOTA_Tooltip_ability_imba_pudge_eject"       "未定义"
"DOTA_Tooltip_ability_imba_pudge_eject_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pudge_9_Description"       "111"
"DOTA_Tooltip_ability_imba_pugna_nether_blast"       "幽冥爆轰"
"DOTA_Tooltip_ability_imba_pugna_nether_blast_Description"       "111"
"DOTA_Tooltip_ability_imba_pugna_decrepify"       "衰老"
"DOTA_Tooltip_ability_imba_pugna_decrepify_Description"       "111"
"DOTA_Tooltip_ability_imba_pugna_nether_ward"       "幽冥守卫"
"DOTA_Tooltip_ability_imba_pugna_nether_ward_Description"       "111"
"DOTA_Tooltip_ability_imba_pugna_nether_ward_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_pugna_life_drain_end_Description"       "111"
"DOTA_Tooltip_ability_imba_pugna_life_drain"       "生命汲取"
"DOTA_Tooltip_ability_imba_pugna_life_drain_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pugna_nether_ward_damage_Description"       "111"
"DOTA_Tooltip_ability_imba_queenofpain_delightful_torment_Description"       "111"
"DOTA_Tooltip_ability_imba_queenofpain_shadow_strike"       "暗影突袭"
"DOTA_Tooltip_ability_imba_queenofpain_shadow_strike_Description"       "111"
"DOTA_Tooltip_ability_imba_queenofpain_blink"       "未定义"
"DOTA_Tooltip_ability_imba_queenofpain_blink_Description"       "111"
"DOTA_Tooltip_ability_imba_queenofpain_scream_of_pain"       "痛苦尖叫"
"DOTA_Tooltip_ability_imba_queenofpain_scream_of_pain_Description"       "111"
"DOTA_Tooltip_ability_imba_queenofpain_sonic_wave"       "超声冲击波"
"DOTA_Tooltip_ability_imba_queenofpain_sonic_wave_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queenofpain_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queen_of_pain_shadow_strike_aoe_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_queen_of_pain_scream_of_pain_fear_Description"       "111"
"DOTA_Tooltip_ability_imba_storm_spirit_static_remnant"       "残影"
"DOTA_Tooltip_ability_imba_storm_spirit_static_remnant_Description"       "111"
"DOTA_Tooltip_ability_imba_storm_spirit_electric_vortex"       "未定义"
"DOTA_Tooltip_ability_imba_storm_spirit_electric_vortex_Description"       "111"
"DOTA_Tooltip_ability_imba_storm_spirit_overload"       "超负荷"
"DOTA_Tooltip_ability_imba_storm_spirit_overload_Description"       "111"
"DOTA_Tooltip_ability_imba_storm_spirit_ball_lightning"       "球状闪电"
"DOTA_Tooltip_ability_imba_storm_spirit_ball_lightning_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_storm_spirit_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_storm_spirit_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_storm_spirit_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_storm_spirit_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_storm_spirit_8_Description"       "111"
"DOTA_Tooltip_ability_imba_sandking_burrowstrike"       "掘地穿刺"
"DOTA_Tooltip_ability_imba_sandking_burrowstrike_Description"       "111"
"DOTA_Tooltip_ability_imba_sandking_sand_storm"       "沙尘暴"
"DOTA_Tooltip_ability_imba_sandking_sand_storm_Description"       "111"
"DOTA_Tooltip_ability_imba_sandking_caustic_finale"       "腐尸毒"
"DOTA_Tooltip_ability_imba_sandking_caustic_finale_Description"       "111"
"DOTA_Tooltip_ability_imba_sandking_epicenter"       "地震"
"DOTA_Tooltip_ability_imba_sandking_epicenter_Description"       "111"
"DOTA_Tooltip_ability_imba_sandking_sand_storm_720_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sand_king_9_Description"       "111"
"DOTA_Tooltip_ability_imba_skywrath_mage_arcane_bolt"       "奥法鹰隼"
"DOTA_Tooltip_ability_imba_skywrath_mage_arcane_bolt_Description"       "111"
"DOTA_Tooltip_ability_imba_skywrath_mage_concussive_shot"       "震荡光弹"
"DOTA_Tooltip_ability_imba_skywrath_mage_concussive_shot_Description"       "111"
"DOTA_Tooltip_ability_imba_skywrath_mage_ancient_seal"       "上古封印"
"DOTA_Tooltip_ability_imba_skywrath_mage_ancient_seal_Description"       "111"
"DOTA_Tooltip_ability_imba_skywrath_mage_mystic_flare"       "神秘之耀"
"DOTA_Tooltip_ability_imba_skywrath_mage_mystic_flare_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_11_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skywrath_mage_arcane_bolt_pierce_Description"       "111"
"DOTA_Tooltip_ability_imba_slardar_guardian_sprint_Description"       "111"
"DOTA_Tooltip_ability_imba_slardar_slithereen_crush"       "鱼人碎击"
"DOTA_Tooltip_ability_imba_slardar_slithereen_crush_Description"       "111"
"DOTA_Tooltip_ability_imba_slardar_bash_of_the_deep_Description"       "111"
"DOTA_Tooltip_ability_imba_slardar_bash_720_Description"       "111"
"DOTA_Tooltip_ability_imba_slardar_corrosive_haze_Description"       "111"
"DOTA_Tooltip_ability_imba_slardar_rain_cloud_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_3_Description"       "111"
